geonameid,name,asciiname,alternatenames,latitude,longitude,feature class,feature code,country code,cc2,admin1 code,admin2 code,admin3 code,admin4 code,population,elevation,dem,timezone,modification date
701243,Mikhaylovka,Mikhaylovka,"Mikhajlivka,Mikhajlovka,Mikhaylovka,Михайловка,Михайлівка",45.11325,33.61071,P,PPL,UA,,11,694905,11153101,,3325,17,14,Europe/Simferopol,2016-08-12
701274,Myhove,Myhove,"Migove,Migovo,Migovoye,Mikhova,Myhove,Мигове",48.15749,25.37904,P,PPL,UA,,3,,,,3546,,451,Europe/Kiev,2012-01-18
701276,Myhiya,Myhiya,"Migei,Migeja,Migeya,Migija,Migiya,Myhiya,Мигеи,Мигея,Мигия",48.03719,30.95153,P,PPL,UA,,16,,,,1500,,72,Europe/Kiev,2012-01-18
701281,Michurinskoye,Michurinskoye,"Kaburchak,Michurins'ke,Michurinskoe,Michurinskoye,Кабурча́к,Мичуринское,Мічурінське",45.0743,34.70672,P,PPLA3,UA,,11,712585,11152838,,723,231,231,Europe/Simferopol,2016-05-31
701286,Mezhvodnoye,Mezhvodnoye,"Jarylgach,Mezhvodnoe,Mezhvodnoye,Mizhvodne,Межводное,Міжводне,Ярылга́ч",45.58751,32.84501,P,PPLA3,UA,,11,710690,11153138,,2087,5,11,Europe/Simferopol,2016-08-15
701291,Velyki Mezhyrichi,Velyki Mezhyrichi,"Mendzyzhech,Menzhirichi,Mezherichi,Mezhirichi,Mezhirichi-Koretskiye,Miedzyrzecz,Międzyrzecz,Veliki Mezhirichi,Velikie Mezhirichi,Velikiye Mezhirichi,Velyki Mezhyrichi,Великие Межиричи,Великі Межирічі",50.65431,26.86626,P,PPL,UA,,19,,,,2192,,202,Europe/Kiev,2013-02-16
701294,Chudey,Chudey,"Chiudey,Chudei,Chudej,Chudey,Chudeyu,Chudyn,Ciudeiu,Czudyn,Mezhirech'ye,Mezhirech’ye,Mezhyrichchya,Чудей",48.05247,25.62208,P,PPL,UA,,3,,,,5058,,387,Europe/Kiev,2012-01-18
701299,Volovo,Volovo,"Mezhgor'e,Mezhgor'ye,Mezhgor’ye,Mizhgir'ja,Mizhhir""ya,Mizhhir'ya,Mizhhir”ya,Volove,Volovets,Volovo,Volové,Межгорье,Міжгір’я",48.52458,23.50563,P,PPLA2,UA,,25,,,,10000,,452,Europe/Uzhgorod,2014-08-06
701305,Mezhova,Mezhova,"Grigor'yevka,Grigor’yevka,Mezhevaja,Mezhevaya,Mezhova,Межевая,Межова",48.25318,36.73468,P,PPLA2,UA,,4,,,,7817,,181,Europe/Kiev,2016-02-07
701313,Mezenivka,Mezenivka,"Mezenevka,Mezenivka,Mezenovka,Мезеновка,Мезенівка",50.63486,35.3134,P,PPL,UA,,21,,,,1273,,139,Europe/Kiev,2013-11-09
701347,Merefa,Merefa,"Meref,Merefa,mei lie fa,merepa,mrfa,Мерефа,Մերեֆա,مرفا,მერეფა,梅列法",49.82302,36.05069,P,PPL,UA,,7,,,,23679,,102,Europe/Kiev,2014-06-26
701355,Zhuravlyovka,Zhuravlyovka,"Minlerchik,Zhuravlivka,Zhuravljovka,Zhuravlyovka,Журавлёвка,Журавлівка,Минлерчи́к",45.1768,33.9968,P,PPLA3,UA,,11,693803,11152606,,1368,115,116,Europe/Simferopol,2016-05-23
701372,Mena,Mena,"Mena,Мена",51.5217,32.21568,P,PPLA2,UA,,2,,,,12766,,129,Europe/Kiev,2014-11-05
701404,Melitopol’,Melitopol',"Melitopol,Melitopol',Melitopol’,mellitopol,Мелитополь,Мелітополь,멜리토폴",46.84891,35.36533,P,PPLA2,UA,,26,,,,158000,,37,Europe/Zaporozhye,2017-08-28
701405,Melioratyvne,Melioratyvne,"Meliorativne,Meliorativnoe,Meliorativnoye,Melioratyvne,Мелиоративное,Меліоративне",48.63009,35.41558,P,PPL,UA,,4,,,,4351,,72,Europe/Kiev,2014-09-05
701413,Melekyne,Melekyne,"Byelosarai,Melekine,Melekino,Melekyne,Milyenko,Мелекине,Мелекино",46.95957,37.39981,P,PPL,UA,,5,,,,1356,,1,Europe/Kiev,2014-10-01
701425,Medzhibozh,Medzhibozh,"Medshibosh,Medzhibozh,Miedzyboz,Меджибож",49.43748,27.40487,P,PPL,UA,,9,,,,1731,,293,Europe/Kiev,2012-01-18
701450,Medvedevo,Medvedevo,"Medvedeve,Medvedevo,Tabuldy-Ass,Медведеве,Медведево,Табулды́-Асс",45.38597,33.004,P,PPLA3,UA,,11,710690,11153137,,1707,33,29,Europe/Simferopol,2016-08-15
701453,Medvedevka,Medvedevka,"Auz-Kirk,Medvedevka,Medvedivka,Ау́з-Кирк,Медведевка,Медведівка",45.88389,34.55562,P,PPLA3,UA,,11,709333,11152856,,1270,9,8,Europe/Simferopol,2016-06-09
701466,Medenychi,Medenychi,"Medenica,Medenice,Medenichi,Medenici,Medenitsa,Medenitse,Medenitsy,Medenychi,Меденица,Меденичі",49.43055,23.75073,P,PPL,UA,,15,,,,3219,,268,Europe/Kiev,2017-01-04
701487,Mazanka,Mazanka,"Mazanka,Мазанка",45.0055,34.25581,P,PPLA3,UA,,11,693803,11152608,,2564,346,337,Europe/Simferopol,2016-05-12
701491,Mayskoye,Mayskoye,"Khaklaj,Majfel'd,Majs'ke,Majskoe,Mayskoye,Ма́йфельд,Майское,Майське,Хакла́й",45.59555,34.55213,P,PPLA3,UA,,11,709333,11152854,,2016,18,22,Europe/Simferopol,2016-06-09
701560,Mayaky,Mayaky,"Kommuna Mayak,Majaki,Mayaki,Mayaky,Маяки",47.44083,29.55985,P,PPL,UA,,17,,,,5716,,220,Europe/Kiev,2014-10-01
701588,Matviyivka,Matviyivka,"Matrviivka,Matveyevka,Matviivka,Matviyivka,Novo-Popovka,Матвіївка,Матрвіївка",47.07473,35.14444,P,PPL,UA,,26,,,,3716,,73,Europe/Zaporozhye,2015-12-06
701619,Massandra,Massandra,"Masandra,Massandra,Масандра,Массандра",44.50958,34.18817,P,PPL,UA,,11,8449687,,,7280,140,216,Europe/Simferopol,2016-05-23
701637,Mashivka,Mashivka,"Mashevka,Mashivka,Masivka,Машевка,Машівка",49.44308,34.86688,P,PPLA2,UA,,18,,,,3999,,98,Europe/Kiev,2014-12-03
701669,Maryevka,Maryevka,"Mar'evka,Mar'ivka,Maryevka,Марьевка,Мар’ївка",45.1133,36.23992,P,PPLA3,UA,,11,703233,11129210,,591,,71,Europe/Simferopol,2016-05-23
701768,Marshintsy,Marshintsy,"Marshenits',Marshenits’,Marshintsy",48.21751,26.29133,P,PPL,UA,,3,,,,5141,,134,Europe/Kiev,2012-01-18
701792,Markivka,Markivka,"Markivka,Markovka,Markowka,Novo-Markovka,Марковка,Марківка",49.5229,39.57055,P,PPLA2,UA,,14,,,,7087,,115,Europe/Zaporozhye,2014-08-06
701802,Markova,Markova,"Markova,Маркова",48.67576,24.41382,P,PPL,UA,,6,,,,2896,,461,Europe/Kiev,2012-01-18
701822,Mariupol,Mariupol,"Gorad Maryupal',Hayeren,MPW,Marijupol,Marioupol,Marioupol',Marioupoli,Mariupol,Mariupol',Mariupolj,Zhdanov,hindi,kartuli,ma li wu bo er,ma ri xupal,maliupol,mari'upol,mari'upola,marywbwl,marywpwl,mrwpl,mryʼwpwl,mʼrywpʼl,ri ben yu,Μαριούπολη,Горад Марыупаль,Жданов,Мариупол,Мариуполь,Маријупољ,Маріуполь,Марїоуполь,Հայերեն,מאריופאל,מריאופול,ماريوبول,ماریوپول,مروپل,मरिउपोल,हिन्दी,మరిఉపొల్,ಮರಿಉಪೊಲ್,มารีอูปัล,ქართული,ማሪኡፖል,日本語,马里乌波尔,마리우폴",47.09514,37.54131,P,PPL,UA,,5,,,,481626,,65,Europe/Kiev,2014-08-18
701845,Mareyka,Mareyka,"Mar""yinka,Mar'inka,Mareyka,Mar’inka,Mar”yinka,Марьинка,Мар’їнка",47.94527,37.50544,P,PPLA2,UA,,5,,,,0,,139,Europe/Kiev,2014-07-08
701852,Krinichnoye,Krinichnoye,"Krinichne,Krinichnoe,Krinichnoye,Криничне,Криничное",45.02428,34.61202,P,PPLA3,UA,,11,712585,11152834,,898,231,234,Europe/Simferopol,2016-05-30
701855,Marhanets’,Marhanets',"Komintern,Marganec,Marganec',Marganets,Marhanets',Marhanets’,Марганец,Марганець",47.63543,34.62769,P,PPLA2,UA,,4,,,,50443,,75,Europe/Kiev,2016-05-07
701859,Marfovka,Marfovka,"Daut-Ehli,Marfivka,Marfovka,Дау́т-Эли́,Марфовка,Марфівка",45.19853,36.09144,P,PPLA3,UA,,11,703233,11128724,,713,,39,Europe/Simferopol,2016-05-12
701862,Mar’yanovka,Mar'yanovka,"Mar'janivka,Mar'janovka,Mar'yanovka,Mare,Маре́,Марьяновка,Мар’янівка",45.44627,34.29474,P,PPLA3,UA,,11,704383,11152920,,2494,40,52,Europe/Simferopol,2016-07-22
701877,Manyava,Manyava,"Manjava,Manyava,Манява",48.65541,24.37537,P,PPL,UA,,6,,,,3333,,534,Europe/Kiev,2012-06-06
701894,Mankivka,Mankivka,"Man'kivka,Man'kovka,Man’kivka,Man’kovka,Маньковка,Маньківка",48.96349,30.33366,P,PPLA2,UA,,1,,,,8596,,218,Europe/Kiev,2017-07-31
701906,Manevychi,Manevychi,"Maneviche,Manevichi,Manevychi,Маневичі",51.29405,25.53436,P,PPLA2,UA,,24,,,,0,,199,Europe/Kiev,2014-08-06
701912,Manchenky,Manchenky,"Khutor Manchenkov,Manchenki,Manchenkov,Manchenky,Манченки",49.97982,35.85835,P,PPL,UA,,7,,,,1147,,214,Europe/Kiev,2011-01-23
701947,Maly Mayak,Maly Mayak,"Bijuk-Lambat,Buejuek Lambat,Büjük Lambat,Malij Majak,Maly Mayak,Malyj Majak,Бию́к-Ламба́т,Малий Маяк,Малый Маяк",44.61356,34.36469,P,PPL,UA,,11,8449688,,,2298,290,253,Europe/Simferopol,2017-03-28
702011,Muromskoye,Muromskoye,"Malyj Burunduk,Muroms'ke,Muromskoe,Muromskoye,Ма́лый Бурунду́к,Муромское,Муромське",45.09051,34.849,P,PPLA3,UA,,11,712585,11152839,,755,209,213,Europe/Simferopol,2016-05-31
702061,Malorechenskoye,Malorechenskoye,"Kuchuk-Uzen',Malorechenskoe,Malorechenskoye,Malorichens'ke,Кучу́к-Узе́нь,Малореченское,Малоріченське",44.75888,34.55789,P,PPL,UA,,11,8449688,,,1313,17,17,Europe/Simferopol,2016-05-23
702072,Malokaterynivka,Malokaterynivka,"Malokaterinivka,Malokaterinovka,Malokaterynivka,Maloyekaterinovka,Малокатеринівка",47.6555,35.25649,P,PPL,UA,,26,,,,3174,,52,Europe/Zaporozhye,2016-01-07
702073,Malokakhovka,Malokakhovka,"Malaya Kakhovka,Malokakhovka,Малокаховка",46.78142,33.4479,P,PPL,UA,,8,,,,2862,,28,Europe/Kiev,2015-02-06
702116,Malyn,Malyn,"Malin,Malina,Malyn,Malynas,Malîn,Malın,ma lin,malini,malyn,Малин,Մալին,מאלין,مالین,მალინი,馬林",50.77233,29.23833,P,PPLA2,UA,,27,,,,27068,,161,Europe/Kiev,2014-10-01
702147,Mala Vyska,Mala Vyska,"Mal.Viska,Mala Viska,Mala Vyska,Malaya Viska,Malaya Viski,Malaya Vys'ka,Malaya Vys’ka,Мал.Виска,Мала Виска",48.64308,31.63657,P,PPLA2,UA,,10,,,,12644,,185,Europe/Kiev,2014-11-05
702153,Mala Tokmachka,Mala Tokmachka,"Mala Tokmachka,Malaya Tokmachka,Мала Токмачка",47.53563,35.89293,P,PPL,UA,,26,,,,2912,,65,Europe/Zaporozhye,2014-09-05
702231,Mala Danylivka,Mala Danylivka,"Mal.Danilovka,Mala Danilivka,Mala Danylivka,Malaya Danilovka,Мал.Даниловка,Мала Данилівка",50.06354,36.16564,P,PPL,UA,,7,,,,7211,,117,Europe/Kiev,2014-06-26
702246,Mala Bilozerka,Mala Bilozerka,"Mala Bilozerka,Malaya Belozerka,Malaya Belozërka,Мала Білозерка",47.24737,34.93457,P,PPL,UA,,26,,,,5717,,76,Europe/Zaporozhye,2016-06-04
702248,Yantarnoye,Yantarnoye,"Jantarne,Jantarnoe,Tashly-Dair,Tasly Dajyr,Tašly Dajyr,Yantarnoye,Ташлы́-Даи́р,Янтарне,Янтарное",45.43473,34.22134,P,PPLA3,UA,,11,704383,11152928,,2368,52,53,Europe/Simferopol,2017-03-29
702302,Makiv,Makiv,,48.79487,26.69188,P,PPL,UA,,9,,,,5602,,266,Europe/Kiev,2012-12-09
702320,Makiyivka,Makiyivka,"Dmitriyevsk,Makayevka,Makeevka,Makejewka,Makeyevka,Makiivka,Makiyivka,Makyeevka,Makyevka,Макеевка,Макіївка",48.04782,37.92576,P,PPL,UA,,5,,,,376610,,223,Europe/Kiev,2017-06-07
702337,Makariv,Makariv,"Makariv,Makarov,Макарів",50.46408,29.81128,P,PPLA2,UA,,13,,,,11594,,168,Europe/Kiev,2014-10-01
702356,Mahdalynivka,Mahdalynivka,"Magdalinivka,Magdalinovka,Magdalinowka,Magdalinowka Pervaya,Magdalinowka Vtoraya,Mahdalynivka,Магдалиновка,Магдалинівка",48.92111,34.91491,P,PPLA2,UA,,4,,,,6567,,100,Europe/Kiev,2014-09-05
702360,Magazinka,Magazinka,"Magazinka,Магазинка",45.86312,34.04969,P,PPLA3,UA,,11,704361,11152952,,1168,1,2,Europe/Simferopol,2016-08-09
702379,Liutizh,Liutizh,"Liutizh,Ljutezh,Ljutizh,Lutesh,Lutezh,Lyutezh,Лютеж,Лютіж",50.6835,30.39324,P,PPL,UA,,13,Vyshhorod Raion (undefined),,,2282,108,112,Europe/Kiev,2016-06-03
702417,Lyubotyn,Lyubotyn,"Ljubotin,Lyobotin,Lyubotin,Lyubotyn,Люботин",49.94691,35.92907,P,PPL,UA,,7,,,,22545,,182,Europe/Kiev,2014-06-26
702421,Lyuboml’,Lyuboml',"Ljuboml',Luboml,Lyubomi,Lyuboml',Lyuboml’,Любомль",51.22601,24.03727,P,PPLA2,UA,,24,,,,10000,,188,Europe/Kiev,2014-08-06
702459,Lyubymivka,Lyubymivka,"Ljubimivka,Ljubimovka,Lubimivka,Lyubimovka,Lyubymivka,Любимовка,Любимівка",46.81063,33.56862,P,PPL,UA,,8,,,,5786,,60,Europe/Kiev,2015-02-06
702469,Lyubeshiv,Lyubeshiv,"Ljubeshiv,Lubieszow,Lubieszów,Lyubashevo,Lyubeshev,Lyubeshiv,Lyubeshov,Lyubeshuv,Любешів",51.76535,25.5142,P,PPLA2,UA,,24,,,,0,,149,Europe/Kiev,2014-08-06
702477,Lyubech,Lyubech,"Ljubech,Lyubech,Lyubich',Lyubich’,Lyubyach,Любеч",51.7026,30.65692,P,PPL,UA,,2,,,,2550,,151,Europe/Kiev,2014-06-26
702486,Lyubar,Lyubar,"Ljubar,Lyubar,Любар",49.92045,27.75918,P,PPLA2,UA,,27,,,,2351,,236,Europe/Kiev,2014-10-01
702491,Lysyanka,Lysyanka,"Lisjanka,Lisyanka,Lisyanko,Lysjanka,Lysyanka,Лисянка,Лысянка",49.25229,30.82946,P,PPLA2,UA,,1,,,,7954,,160,Europe/Kiev,2014-11-05
702507,Lysa Hora,Lysa Hora,"Lisa Gora,Lysa Hora,Lysaja Gora,Lysaya Gora,Лиса Гора,Лысая Гора",48.17059,31.10994,P,PPL,UA,,16,,,,4312,,104,Europe/Kiev,2012-01-18
702550,Lviv,Lviv,"Gorad L'vou,Ilbav,L'viv,L'vov,L'vov osh,LWO,Lavov,Lembaersch,Lemberg,Lemburg,Lembärsch,Leopoli,Leopolis,Leopołi,Leopul,Leópolis,Liopuli,Liov,Liòpuli,Ljviv,Lviv,Lvivo,Lvov,Lvova,Lvovas,Lwif,Lwiw,Lwow,Lwuw,Lwów,Lwůw,l wif,l'vov,lbwb,lfyf,li wo fu,libibeu,libiu,livhiva,liviv,lvov,lvovi,lvyv,lwwf,lwyw,lywyw,lʻmbryq,rivu~iu,İlbav,Ļvova,Ľvov,Λβιβ,Горад Львоў,Лавов,Лвов,Львив,Львов,Львов ош,Львів,Լվով,לבוב,לעמבערג,לעמבריק,لفيف,لووف,لویو,لڤیڤ,لیویو,लिव्हिव,லிவீவ்,ลวีฟ,ლვოვი,リヴィウ,利沃夫,리비브,리비우",49.83826,24.02324,P,PPLA,UA,,15,,,,717803,,284,Europe/Kiev,2017-06-22
702557,Luzhany,Luzhany,"Lujeni,Luzhani,Luzhany,Luzheny,Лужани",48.36492,25.77173,P,PPL,UA,,3,,,,4520,,180,Europe/Kiev,2012-01-18
702563,Lutuhyne,Lutuhyne,"Loutougino,Loutouhyne,Lutugine,Lutugino,Lutugone,Lutugõne,Lutugıne,Lutuhine,Lutuhyne,Lutuhîne,Lutúgine,lu tu ji nuo,lwtwhynh,Łutuhyne,Лутугине,Лутугино,Լուտուգինո,لوتوهینه,ლუტუგინო,盧圖吉諾",48.40507,39.22675,P,PPLA2,UA,,14,,,,18830,,119,Europe/Zaporozhye,2014-07-08
702569,Luts’k,Luts'k,"Loetsk,Loutsk,Luc'k,Luck,Luckas,Lucko,Luts'k,Lutsk,Luts’k,Luzk,UCK,lwzq,Łuck,Луцк,Луцьк,לוצק",50.75932,25.34244,P,PPLA,UA,,24,,,,213661,,192,Europe/Kiev,2017-01-30
702574,Lutovynivka,Lutovynivka,"Lutovinivka,Lutovinovka,Lutovynivka,Лутовиновка,Лутовинівка",49.23726,33.9051,P,PPL,UA,,18,704569,,,2000,,82,Europe/Kiev,2016-05-07
702612,Lukiv,Lukiv,"Lukiv,Lukov,Lukuv,Луків",51.0521,25.40059,P,PPL,UA,,24,,,,3043,,177,Europe/Kiev,2012-07-04
702658,Luhansk,Luhansk,"Gorad Lugansk,Loehansk,Louchansk,Louhansk,Lugan'sk,Lugans'k,Lugansk,Luganskaj,Lugánsk,Luhans'k,Luhansk,Luhanska,Luhanskas,Luhansko,Luhanszk,Luhans’k,Lukhansk,Luqansk,VSG,Voroshilovgrad,Woroschilowgrad,lu gan si ke,luhansikeu,lwhansk,lwhnsq,ruhanshiku,Ługańsk,Łuhańsk,Λουχάνσκ,Ворошиловград,Горад Луганск,Луганск,Луганскай,Луганськ,Луганьск,Луханск,Луһанск,Լուգանսկ,לוהנסק,لوهانسك,لوهانسک,لوہانسک,ლუგანსკი,ルハーンシク,卢甘斯克,루한시크",48.56705,39.31706,P,PPLA,UA,,14,,,,452000,,103,Europe/Zaporozhye,2015-06-03
702662,Lugovoye,Lugovoye,"Agibel',Lugove,Lugovoe,Lugovoye,Агибель,Лугове,Луговое",45.23469,35.72202,P,PPLA3,UA,,11,703233,11128519,,906,,47,Europe/Simferopol,2016-05-23
702679,Luhyny,Luhyny,"Lugini,Luginy,Luhyny,Лугини",51.08203,28.40057,P,PPLA2,UA,,27,,,,4561,,176,Europe/Kiev,2014-10-01
702684,Luhans’ke,Luhans'ke,"Lugans'ke,Luganskaya,Luganskoe,Luganskoje,Luganskoye,Luhans'ke,Luhans’ke,Луганское,Луганське",48.44574,38.26153,P,PPL,UA,,5,,,,2604,,156,Europe/Kiev,2014-06-05
702705,Luchistoye,Luchistoye,"Demerdzhi,Luchiste,Luchistoe,Luchistoye,Демерджи́,Лучисте,Лучистое",44.73646,34.40063,P,PPL,UA,,11,8449688,,,1180,490,498,Europe/Simferopol,2016-05-23
702723,Lubny,Lubny,"Loubny,Lubin,Lubnai,Lubni,Lubnie,Lubny,Lubnî,Lubnı,lu bu ni,lubni,lwbny,Łubnie,Лубни,Лубны,Լուբնի,לובני,لوبنی,ლუბნი,盧布尼",50.01625,32.99694,P,PPLA2,UA,,18,,,,52600,,153,Europe/Kiev,2016-09-30
702741,Lozovoye,Lozovoye,"Ehski-Orda,Eski Orda,Lozove,Lozovoe,Lozovoye,Лозове,Лозовое,Эски́-Орда́",44.906,34.16414,P,PPL,UA,,11,693803,11152587,,1889,306,306,Europe/Simferopol,2017-03-28
702760,Lozova,Lozova,"Losowa,Losowaja,Lozova,Lozovaja,Lozovaya,Lozowa,lozovaia,luo zuo wa,lwzwbh,Łozowa,Лозова,Лозовая,Լոզովայա,לוזובה,ლოზოვაია,洛佐瓦",48.88937,36.31755,P,PPLA2,UA,,7,,,,62311,,185,Europe/Kiev,2016-02-07
702774,Lozuvatka,Lozuvatka,"KWG,Lozovatka,Lozuvatka,Лозоватка,Лозуватка",48.0571,33.28581,P,PPL,UA,,10,,,,6412,,88,Europe/Kiev,2013-11-02
702782,Lozno-Oleksandrivka,Lozno-Oleksandrivka,"Aleksandrovka,Aleksandrowka,Lozno-Aleksandrovka,Lozno-Aleksandrovskiy,Lozno-Oleksandrivka,Лозно-Александровка,Лозно-Олександрівка",49.8391,38.74098,P,PPL,UA,,14,,,,1149,,93,Europe/Zaporozhye,2013-12-12
702834,Lopukhiv,Lopukhiv,"Brustura,Lopuhiv,Lopukhiv,Lopukhov,Лопухів",48.36527,23.96382,P,PPL,UA,,25,,,,3199,,596,Europe/Uzhgorod,2012-06-06
702844,Lopatyn,Lopatyn,"Lopatin,Lopatyn,Лопатин",50.22022,24.84831,P,PPL,UA,,15,,,,3418,,216,Europe/Kiev,2013-01-10
702874,Lokhvytsya,Lokhvytsya,"Lochwiza,Lokhvica,Lokhvicja,Lokhvitsa,Lokhvytsa,Lokhvytsya,Лохвица,Лохвиця",50.36776,33.26024,P,PPLA2,UA,,18,,,,11950,,104,Europe/Kiev,2014-12-03
702878,Lokachi,Lokachi,"Lokache,Lokachi,Lokaci,Lokacze,Łokacze,Локачі",50.737,24.64944,P,PPLA2,UA,,24,,,,4056,,214,Europe/Kiev,2014-08-06
702892,Lobanovo,Lobanovo,"Bogemka,Dzhadra,Lobanove,Lobanovo,Боге́мка,Джадра́,Лобанове,Лобаново",45.77552,34.24236,P,PPLA3,UA,,11,709333,11152852,,1402,24,26,Europe/Simferopol,2016-06-09
702898,Lyubashivka,Lyubashivka,"Ljubashivka,Lubasivka,Lyubashevka,Lyubashivka,Lyubashëvka,Любашівка",47.83716,30.25976,P,PPLA2,UA,,17,,,,9426,,176,Europe/Kiev,2014-11-05
702907,Livadia,Livadia,"Livadia,Livadija,Ливадия,Лівадія",44.47021,34.14272,P,PPL,UA,,11,8449687,,,1074,141,160,Europe/Simferopol,2016-05-23
702921,Litvinenkovo,Litvinenkovo,"Kentugaj,Litvinenkove,Litvinenkovo,Qaja Asty,Кентуга́й,Литвиненкове,Литвиненково",45.08648,34.31107,P,PPL,UA,,11,712585,11152832,,1439,219,218,Europe/Simferopol,2017-03-29
702931,Lityn,Lityn,"Litin,Lityn,Літин",49.32509,28.08094,P,PPLA2,UA,,23,,,,6804,,268,Europe/Kiev,2014-12-03
702971,Lysychovo,Lysychovo,"Lisichevo,Lisichovo,Lysycheve,Lysychovo,Лисичово",48.49677,23.28992,P,PPL,UA,,25,,,,3068,,337,Europe/Uzhgorod,2012-05-06
702972,Lysychans’k,Lysychans'k,"Lisichans'k,Lisichansk,Lysychans'k,Lysychans’k,Лисичанск,Лисичанськ",48.90485,38.44207,P,PPL,UA,,14,,,,111600,,183,Europe/Zaporozhye,2017-08-28
703013,Lypovets’,Lypovets',"Lipovec',Lipovets,Lypovets',Lypovets’,Липовець",49.22964,29.05555,P,PPLA2,UA,,23,,,,0,,243,Europe/Kiev,2014-10-01
703015,Lypova Dolyna,Lypova Dolyna,"Lipova Dolina,Lipovaja Dolina,Lipovaya Dolina,Lypova Dolyna,Липова Долина,Липовая Долина",50.56428,33.79793,P,PPLA2,UA,,21,,,,5199,,120,Europe/Kiev,2014-07-08
703017,Lypnyazhka,Lypnyazhka,"Lipnjazhka,Lipnyazhka,Lypnyazhka,Липняжка",48.44694,31.07611,P,PPL,UA,,10,,,,4272,,131,Europe/Kiev,2012-01-18
703042,Lypcha,Lypcha,"Lipca,Lipcha,Lipcse,Lipsa,Lipse,Lipsha,Lipča,Lipša,Lypcha,Липча",48.26107,23.38336,P,PPL,UA,,25,,,,3640,,207,Europe/Uzhgorod,2012-05-06
703061,Lymanske,Lymanske,"Limanskoe,Lymanske,Sel'ts,Sel’ts,Zel'ts,Zel'tsy,Zel’ts,Zel’tsy,Лиманское",46.6557,29.96722,P,PPL,UA,,17,,,,8600,,11,Europe/Kiev,2014-05-12
703071,Lyman,Lyman,"Liman,Lyman,Лиман",49.59769,36.4703,P,PPL,UA,,7,,,,4008,,94,Europe/Kiev,2014-06-27
703079,Lykhivka,Lykhivka,"Likhivka,Likhovka,Lykhivka,Лиховка,Лихівка",48.68735,33.92279,P,PPL,UA,,4,,,,2382,,72,Europe/Kiev,2016-05-07
703142,Letychiv,Letychiv,"Letichev,Letichiv,Leticiv,Letychiv,Летичів",49.38263,27.63051,P,PPLA2,UA,,9,,,,10669,,278,Europe/Kiev,2014-09-05
703144,Lisovi Sorochyntsi,Lisovi Sorochyntsi,"Lesovy,Lesovy Sorochintsy,Lesovye Sorochincy,Lesovyye Sorochintsy,Lisovi Sorochinci,Lisovi Sorochyntsi,Pesovy,Sorochincy,Velikie Sorochincy,Великие Сорочинцы,Лесовые Сорочинцы,Лісові Сорочинці,Сорочинцы",50.6892,32.32919,P,PPL,UA,,2,,,,4050,,147,Europe/Kiev,2013-05-08
703229,Leninskoye,Leninskoye,"Kir-Bajljar,Lenindorf,Lenins'ke,Leninskoe,Leninskoye,Кир-Байляр,Лениндо́рф,Ленинское,Ленінське",45.26844,34.05023,P,PPLA3,UA,,11,704383,11152919,,1725,89,87,Europe/Simferopol,2016-07-22
703230,Leninskoye,Leninskoye,"Lenins'ke,Leninskoe,Leninskoye,Petrovskoe,Ленинское,Ленінське,Петро́вское",45.25373,35.91969,P,PPLA3,UA,,11,703233,11128518,,1671,,37,Europe/Simferopol,2016-05-23
703261,Lenino,Lenino,"Lenine,Lenino,Yedi Kuyu,Yedi Quyu,lie ni nie,Ленино,Леніне,Լենինո,列尼涅",45.29857,35.77708,P,PPLA2,UA,,11,703233,11128210,,7871,,22,Europe/Simferopol,2016-07-21
703270,Lenina,Lenina,"Imeni Lenina,Lenina,Poselok Imeni Lenina,Posëlok Imeni Lenina,Леніна",48.42944,39.14556,P,PPL,UA,,14,,,,1228,,182,Europe/Zaporozhye,2014-06-05
703311,Lebedyn,Lebedyn,"Lebedin,Lebedyn,Лебедин",48.96242,31.52696,P,PPL,UA,,1,,,,4402,,197,Europe/Kiev,2012-01-18
703317,Lazurne,Lazurne,"Lazurne,Lazurnoye,Novoalekseyevka,Лазурне",46.084,32.52955,P,PPL,UA,,8,,,,3127,,4,Europe/Kiev,2017-06-07
703325,Lazi,Lazi,"Lazi,Lazy,Лази",48.06667,24.23333,P,PPL,UA,,25,,,,3660,,493,Europe/Uzhgorod,2012-01-18
703328,Lazeshchyna,Lazeshchyna,"Laveshchina,Lazeshchina,Lazeshchyna,Lazeshhina,Loveshchina,Лазещина",48.26852,24.4201,P,PPL,UA,,25,,,,4008,,722,Europe/Uzhgorod,2012-06-06
703397,Lanivtsi,Lanivtsi,"Lanavtse,Lanivci,Lanivtsi,Lanovtse,Lanovtsy,Lanowce,Łanowce,Ланівці",49.86328,26.09082,P,PPLA2,UA,,22,,,,8357,,272,Europe/Kiev,2014-09-05
703410,Lanchyn,Lanchyn,"Lanchin,Lanchyn,Lanczyn,Łanczyn,Ланчин",48.55781,24.75622,P,PPL,UA,,6,,,,7718,,379,Europe/Kiev,2013-01-10
703428,Ladyzhyn,Ladyzhyn,"Ladizhin,Ladyzhin,Ladyzhyn,Lodyzhin,Ладижин",48.68496,29.23679,P,PPL,UA,,23,,,,21393,,205,Europe/Kiev,2012-01-18
703438,Ladan,Ladan,"Ladan,Ladin,Ладан",50.51959,32.58178,P,PPL,UA,,2,,,,6719,,155,Europe/Kiev,2014-06-26
