geonameid,name,asciiname,alternatenames,latitude,longitude,feature class,feature code,country code,cc2,admin1 code,admin2 code,admin3 code,admin4 code,population,elevation,dem,timezone,modification date
461727,Olenevka,Olenevka,"Karadzhi,Olenevka,Qaragy,Qarağy,Караджи́,Оленевка",45.38333,32.53333,P,PPLA3,UA,,11,710690,11153142,,1441,5,-3,Europe/Simferopol,2017-03-29
505257,Urzuf,Urzuf,"Primorskoye,Urzuf,Urzufskiye,Zelenoye,Урзуф",46.91562,37.09961,P,PPL,UA,,5,,,,2904,,8,Europe/Kiev,2014-09-30
613273,Lebedyn,Lebedyn,"Lebedin,Lebedina,Lebedine,Lebedyn,Lebedîn,Lebedın,lbdyn,lebedini,lie bie jin,Łebedyn,Лебедин,Լեբեդին,لبدین,ლებედინი,列別金",50.58518,34.4849,P,PPLA2,UA,,21,,,,27695,,122,Europe/Kiev,2014-07-08
616196,Staryy Dobrotvir,Staryy Dobrotvir,"Starij Dobrotvir,Staryy Dobrotvir,Staryy Dobrotvor,Старий Добротвір",50.23154,24.37701,P,PPL,UA,,15,,,,6436,,201,Europe/Kiev,2012-11-08
616743,Druzhkivka,Druzhkivka,"Druzhkivka,Druzhkovka,Дружковка,Дружківка",48.63013,37.55259,P,PPL,UA,,5,,,,62315,,101,Europe/Kiev,2017-08-28
618835,Zhydachiv,Zhydachiv,"Jidaciv,Jydatchiv,Jîdaciv,Jıdaçiv,Schydatschiw,Zhidachev,Zhidachiv,Zhidachov,Zhidechuv,Zhidáchiv,Zhydachiv,Zhydachuv,Zidaciva,Zjydatsjiv,Zydaciv,Zydaczow,jydatshyf,ri da qiao fu,zhidachovi,zhydashyf,Żydaczów,Židačiva,Žydačiv,Жидачов,Жидачів,Ժիդաչև,זידאצוב,جيداتشيف,ژیداشیف,ჟიდაჩოვი,日達喬夫",49.38468,24.14254,P,PPLA2,UA,,15,,,,0,,261,Europe/Kiev,2016-11-22
686729,Vasylivka,Vasylivka,"Vasil'evka,Vasil'yevka,Vasilevka,Vasilievka,Vasilivka,Vasil’yevka,Vassolivka,Vassylivka,Vassõlivka,Vasylivka,Vasîlivka,Vasılivka,Wassyliwka,Wasyliwka,fasylyfka,wa xi li fu ka,wasylyfka,Василивка,Васильевка,Василівка,Վասիլիևկա,فاسيليفكا,واسیلیفکا,ვასილიევკა,瓦西利夫卡",47.43694,35.27417,P,PPLA2,UA,,26,,,,15012,,39,Europe/Zaporozhye,2014-12-03
686748,Kovyl’noye,Kovyl'noye,"Kovil'ne,Kovyl'noe,Kovyl'noye,Kovyl’noye,Manaj,Monaj Nemeckij,Ковильне,Ковыльное,Мона́й Неме́цкий",45.69028,33.52775,P,PPLA3,UA,,11,695741,11153029,,783,70,72,Europe/Simferopol,2017-03-29
686762,Ivano-Frankove,Ivano-Frankove,"Imeni Ivana Franko,Ivana Franko,Ivano-Frankove,Ivano-Frankovo,Janow,Janów,Yanov,Yanuv,Івано-Франкове,Ивано-Франково",49.91978,23.72913,P,PPL,UA,,15,,,,6223,,307,Europe/Kiev,2013-02-14
686778,Zybiny,Zybiny,"Arginchik,ArƔyncyq,ArƔynčyq,Zibini,Zybiny,Аргинчи́к,Зибини,Зыбины",45.23674,34.64987,P,PPLA3,UA,,11,712585,11152833,,1220,90,81,Europe/Simferopol,2017-02-22
686803,Zvenyhorodka,Zvenyhorodka,"Swenyhorodka,Zvenigorodka,Zvenihorodka,Zvenogorodka,Zvenyhorodka,Zvenîhorodka,Zvenõgorodka,Zvenıgorodka,Zwinogrodka,Zwinogródka,zbnygwrwdqh,zfynyhwrwdka,zi wei ni ge luo de ka,zwnyhwrwdka,Звенигородка,Զվենիգորոդկա,זבניגורודקה,زفينيهورودكا,زونیهورودکا,ზვეინიგოროდკა,茲韋尼戈羅德卡",49.07866,30.96755,P,PPLA2,UA,,1,,,,19161,,158,Europe/Kiev,2014-11-05
686812,Zuya,Zuya,"Zuja,Zuya,Зуя",45.05418,34.32152,P,PPLA3,UA,,11,712585,11152832,,6230,257,253,Europe/Simferopol,2016-11-16
686818,Zuhres,Zuhres,"Zugrehs,Zugres,Zuhres,Зугрес,Зугрэс",48.0114,38.26444,P,PPL,UA,,5,,,,19121,,115,Europe/Kiev,2014-06-26
686850,Zorkino,Zorkino,"Dulat,Zorkine,Zorkino,Дула́т,Зоркино,Зоркіне",45.54762,34.71028,P,PPLA3,UA,,11,700018,11152966,,1099,17,15,Europe/Simferopol,2016-08-10
686852,Zoryns’k,Zoryns'k,"Yelenovka,Yelënovka,Zorins'k,Zorinsk,Zoryns'k,Zoryns’k,Зоринск,Зоринськ",48.41194,38.62361,P,PPL,UA,,14,,,,7532,,265,Europe/Zaporozhye,2014-06-05
686863,Zolotyy Potik,Zolotyy Potik,"Potok,Potok Zloty,Potok Złoty,Zolotij Potik,Zolotoy Potok,Zolotyy Potik,Золотий Потік",48.9095,25.33926,P,PPL,UA,,22,,,,2343,,349,Europe/Kiev,2012-01-18
686866,Zolotoye Pole,Zolotoye Pole,"Cjurikhtal',Dzhajlav-Saraj,Zolote Pole,Zolotoe Pole,Zolotoye Pole,Джайла́в-Сара́й,Золоте Поле,Золотое Поле,Цюрихта́ль",45.12774,34.99148,P,PPLA3,UA,,11,705800,11152895,,2543,117,119,Europe/Simferopol,2016-07-21
686875,Zolotonosha,Zolotonosha,"Zolotonosha,Золотоноша",49.66832,32.04047,P,PPLA2,UA,,1,,,,27722,,93,Europe/Kiev,2014-11-05
686895,Zolochiv,Zolochiv,"Zolochev,Zolochiv,Золочев,Золочів",50.27985,35.98179,P,PPLA2,UA,,7,,,,11160,,140,Europe/Kiev,2014-12-03
686896,Zolochiv,Zolochiv,"Solotschiw,Zlochev,Zlochuv,Zloczow,Zolochev,Zolochiv,Zolociv,Zolociva,Zolotchiv,Zolotjiv,Zolotsiv,Zolotsjiv,Zolotšiv,Zoloçiv,Zoločiv,Zoločiva,Złoczów,jollochiu,tslwktswf,zlwtswb,zolochevi,zorochiu,zuo luo qiao fu,zwlwtshyf,Золочев,Золочив,Золочів,Զոլոչև,זלוטשוב,تسلوکتسوف,زولوتشيف,ზოლოჩევი,ゾーロチウ,佐洛乔夫,졸로치우",49.80597,24.89436,P,PPLA2,UA,,15,,,,22608,,276,Europe/Kiev,2014-08-06
686919,Znomenka,Znomenka,"Snamenka,Znam""yanka,Znam'janka,Znamenka,Znamenka Pervaya,Znam”yanka,Znomenka,Знаменка,Знам’янка",48.71278,32.66472,P,PPLA2,UA,,10,,,,28318,,202,Europe/Kiev,2014-11-05
686928,Zmiyiv,Zmiyiv,"Gottvald,Gotval'd,Gotval’d,Zmiev,Zmiiv,Zmiyev,Zmiyiv,Змиев,Зміїв",49.67453,36.34775,P,PPLA2,UA,,7,,,,16095,,93,Europe/Kiev,2014-07-08
686932,Zlynka,Zlynka,"Novoukrainsk,Zlinka,Zlynka,Злинка,Злынка",48.48521,31.53906,P,PPL,UA,,10,,,,4981,,177,Europe/Kiev,2012-01-18
686963,Zimino,Zimino,"Perecfel'd,Zimine,Zimino,Зимине,Зимино,Перецфе́льд",45.50797,33.51431,P,PPLA3,UA,,11,695741,11153027,,1000,52,53,Europe/Simferopol,2016-08-11
686967,Zhytomyr,Zhytomyr,"Gorad Zhytomir,Jitomir,Jytomyr,Jytómyr,Jîtomîr,Jıtomır,Schytomyr,Shitomir,ZTR,Zhitomir,Zhitomiru,Zhytomir,Zhytomyr,Zitomir,Zitomiria,Zjytomyr,Zotomor,Zsitomir,Zytomierz,Zytomyr,Zytomyras,jitomileu,jitomu~iru,jytwmyr,ri tuo mi er,z'ytwmyr,zhytwmyr,Ĵitomir,Żytomierz,Žitomir,Žytomyr,Žytomyras,Žõtomõr,Горад Жытомір,Житомир,Житомиръ,Жытомир,Ժիտոմիր,ז'יטומיר,זשיטאמיר,جيتومير,ژیتومیر,ჟიტომირი,ジトームィル,日托米尔,지토미르",50.26487,28.67669,P,PPLA,UA,,27,,,,282192,,228,Europe/Kiev,2013-05-05
686970,Zhvanets,Zhvanets,"Zhvanec,Zhvaned,Жванец",48.54968,26.48744,P,PPL,UA,UA,9,,,,1529,,159,Europe/Kiev,2010-07-10
687005,Zhuravki,Zhuravki,"Seit-Ehli,Zhuravki,Журавки,Сеи́т-Эли́",45.12629,35.21513,P,PPLA3,UA,,11,705800,11152893,,2666,78,85,Europe/Simferopol,2016-07-21
687009,Zhuravka,Zhuravka,"Zhuravka,Журавка",50.48108,32.5949,P,PPL,UA,,2,,,,2900,,106,Europe/Kiev,2013-07-06
687065,Zhovtneve,Zhovtneve,"Biliche,Bilicze,Vilichi,Zhovtneve,Zhovtnevoye,Жовтневе",50.66365,24.24918,P,PPL,UA,,24,,,,4652,,214,Europe/Kiev,2012-11-08
687093,Zhovkva,Zhovkva,"Nesterov,Schowkwa,Zholkev,Zholkva,Zhovkva,Zhulkev,Zolkiew,Zovkva,joukeuba,joukuvu~a,z'wbqbh,Żółkiew,Žovkva,Жовква,Жолква,ז'ובקבה,ジョウクヴァ,조우크바",50.05825,23.9726,P,PPLA2,UA,,15,,,,12973,,232,Europe/Kiev,2014-08-06
687116,Zhmerynka,Zhmerynka,"Zhmerinka,Zhmerynka,Жмеринка",49.03705,28.11201,P,PPLA2,UA,,23,,,,35960,,318,Europe/Kiev,2014-10-01
687190,Zhemchuzhina,Zhemchuzhina,"Choty,Zhemchuzhina,Жемчужина,Чоты́",45.27466,34.65778,P,PPLA3,UA,,11,700018,11152965,,971,65,66,Europe/Simferopol,2016-08-10
687191,Zhelyabovka,Zhelyabovka,"Andreevka,Chaja,Zheljabovka,Zhelyabovka,Андре́евка,Желябовка,Чая́",45.39877,34.75776,P,PPLA3,UA,,11,700018,11152964,,2669,28,30,Europe/Simferopol,2016-08-10
687196,Zhovti Vody,Zhovti Vody,"Geltonieji Vandenys,Jovti Vodi,Jovti Vody,Jovti Vodî,Jovti Vodı,Rudnik Shvarts,Scholti Woody,Schowti Wody,Zheleznyy Rudnik Shvarts,Zheltaya Reka,Zheltye Vody,Zheltyye Vody,Zhjoltye Vody,Zholtie vodi,Zhovti Vodi,Zhovti Vody,Zhyeltyy Vody,Zhëltaya Reka,Zhëltyye Vody,Zjovti Vody,Zolte Wody,Zovti Vodi,Zovti Vody,Zyoltie Vodi,jwfty fwdy,zhwfty wwdy,Żółte Wody,Žovti Vodi,Žovti Vody,Желтые Воды,Жовти Води,Жовті Води,Жолтие води,Жёлтые Воды,Ժյոլտիե Վոդի,جوفتي فودي,ژوفتی وودی,ჟოლტიე-ვოდი,ジョーウチ・ヴォーディ",48.34493,33.50374,P,PPL,UA,,4,,,,51559,,173,Europe/Kiev,2016-03-10
687245,Zhashkiv,Zhashkiv,"Zasashkhov,Zaskiv,Zhashkiv,Zhashkov,Жашков,Жашків",49.24545,30.1102,P,PPLA2,UA,,1,,,,15264,,236,Europe/Kiev,2014-11-05
687277,Zgurovka,Zgurovka,"Z.hurivka,Zgurivka,Zgurovka,Zhurivka,Z·hurivka,Згуровка,Згурівка",50.50276,31.78492,P,PPLA2,UA,,13,,,,6369,,126,Europe/Kiev,2014-10-01
687284,Zernovoye,Zernovoye,"Jakubovka,Zernove,Zernovoe,Zernovoye,Зернове,Зерновое,Яку́бовка",45.32364,34.48099,P,PPLA3,UA,,11,704383,11153115,,1023,76,76,Europe/Simferopol,2016-07-21
687292,Zin’kiv,Zin'kiv,"Zen'kov,Zen’kov,Zin'kiv,Zin’kiv,Зеньков,Зіньків",50.20806,34.36376,P,PPLA2,UA,,18,,,,10393,,115,Europe/Kiev,2014-03-07
687301,Zemlyanichnoye,Zemlyanichnoye,"Ortalan,Zemljanichne,Zemljanichnoe,Zemlyanichnoye,Земляничне,Земляничное,Ортала́н",44.97444,34.83553,P,PPLA3,UA,,11,712585,11152831,,660,330,330,Europe/Simferopol,2016-05-30
687379,Zelyonoye,Zelyonoye,"Tatar-Osman,Zelene,Zeljonoe,Zelyonoye,Зелене,Зелёное,Тата́р-Осма́н",44.59583,34.00921,P,PPLA3,UA,,11,712968,11152810,,280,360,297,Europe/Simferopol,2016-05-20
687391,Zelenogorskoye,Zelenogorskoye,"Zelenogirs'ke,Zelenogorskoe,Zelenogorskoye,Зеленогорское,Зеленогірське",45.01249,34.46848,P,PPLA3,UA,,11,712585,11152830,,1877,302,298,Europe/Simferopol,2016-05-30
687432,Zdolbuniv,Zdolbuniv,"Zdolbuniv,Zdolbunov,Zdolbunovo,Zdolbunow,Zdolbunuv,Zdołbunów,Здолбунов,Здолбунів",50.5206,26.24251,P,PPLA2,UA,,19,,,,23697,,195,Europe/Kiev,2014-08-06
687433,Zdovbytsya,Zdovbytsya,"Zdolbica,Zdolbitsa,Zdovbicja,Zdovbytsya,Zdołbica,Здовбиця",50.49607,26.24111,P,PPL,UA,,19,,,,4858,,199,Europe/Kiev,2013-01-10
687449,Zboriv,Zboriv,"Zboriv,Zborov,Zborow,Zboruv,Zborów,Зборів",49.66484,25.14097,P,PPLA2,UA,,22,,,,7159,,354,Europe/Kiev,2014-09-05
687455,Zbarazh,Zbarazh,"Zbaraz,Zbarazh,Збараж",49.66357,25.77616,P,PPLA2,UA,,22,,,,12736,,317,Europe/Kiev,2014-09-05
687516,Zavetnoye,Zavetnoye,"Saurchi,Zavetnoe,Zavetnoye,Zavitne,Заветное,Завітне,Саурчи́",45.32697,34.80837,P,PPLA3,UA,,11,693058,11153122,,1628,36,37,Europe/Simferopol,2016-08-15
687517,Zavetnoye,Zavetnoye,"Janysh-Takil,Koep Taqyl,Köp Taqyl,Zavetnoe,Zavetnoye,Zavitne,Заветное,Завітне,Яны́ш-Таки́л",45.12305,36.39965,P,PPLA3,UA,,11,703233,11128408,,1175,,45,Europe/Simferopol,2017-03-28
687519,Zavet-Leninskiy,Zavet-Leninskiy,"Kuchuk-Alkaly,Zavet-Leninskij,Zavet-Leninskiy,Zavit-Lenins'kij,Завет-Ленинский,Завіт-Ленінський,Кучу́к-Алкалы́",45.86258,34.3916,P,PPLA3,UA,,11,709333,11152847,,2222,6,5,Europe/Simferopol,2016-06-07
687526,Zavallya,Zavallya,"Zaval'e,Zaval'ye,Zavallja,Zavallya,Zaval’ye,Завалля,Завалье",48.21354,30.01558,P,PPL,UA,,10,,,,5010,,145,Europe/Kiev,2014-06-27
687556,Karolino-Buhaz,Karolino-Buhaz,"Bugaz,Kar'yer Devyatnadtsat' Kilometrov,Karalino Bugaz,Karolino-Bugaz,Karolino-Buhaz,Kar’yer Devyatnadtsat’ Kilometrov,Zatoka,Каролино-Бугаз,Кароліно-Бугаз",46.14492,30.52609,P,PPL,UA,,17,,,,2241,,22,Europe/Kiev,2015-02-06
687557,Zatoka,Zatoka,"Bugas,Bugaz,Zatoka,Затока",46.07251,30.46538,P,PPL,UA,,17,,,,1391,,3,Europe/Kiev,2015-02-06
687562,Zatyshshya,Zatyshshya,"Zatish'ye,Zatishshja,Zatish’ye,Zatyshshya,Затишшя",47.33351,29.87327,P,PPL,UA,,17,,,,3900,,176,Europe/Kiev,2012-01-18
687578,Zastavna,Zastavna,"Zastavka,Zastavna,Zastazna,Заставна",48.52307,25.84369,P,PPLA2,UA,,3,,,,8536,,239,Europe/Kiev,2014-10-01
687602,Zorya,Zorya,"Camcic,Camcicu,Kamchik,Kamchiku,Zarya,Zorja,Zorya,Зоря",45.9908,29.69672,P,PPL,UA,,17,,,,5243,,16,Europe/Kiev,2015-02-06
687645,Zarichchya,Zarichchya,"Zarech'ye,Zarech’ye,Zaricca,Zarichchya,Zazheche,Заріччя",48.52144,24.64857,P,PPL,UA,,6,,,,3832,,433,Europe/Kiev,2012-01-18
687652,Zarichne,Zarichne,"Pogost Zazhechny,Pogost-Zarechnyy,Pohost Zarzeczny,Zarechnoye,Zarichne,Zaricne,Зарічне",51.8126,26.12902,P,PPLA2,UA,,19,,,,6671,,150,Europe/Kiev,2014-08-06
687655,Zarechnoye,Zarechnoye,"Kamadzhi,Zarechnoe,Zarechnoye,Zarichne,Заречное,Зарічне,Камаджи́",45.73636,34.48345,P,PPLA3,UA,,11,709333,11152848,,1820,9,16,Europe/Simferopol,2016-06-07
687656,Zarechnoye,Zarechnoye,"Ajan,Shumkhaj,Zarechnoe,Zarechnoye,Zarichne,Заречное,Зарічне,Шумха́й",44.85048,34.26426,P,PPL,UA,,11,693803,11152587,,2022,368,398,Europe/Simferopol,2017-03-28
687700,Zaporizhia,Zaporizhia,"Aleksandrovsk,Alexandrovsk,OZH,Saporischschja,Saporoshje,Zaborozha,Zaporijia,Zaporizhia,Zaporizhzhya,Zaporizza,Zaporizzja,Zaporižžja,Zaporozh'e,Zaporozh'ye,Zaporozhye,Zaporozh’e,Zaporozh’ye,Алекса́ндровск,Запорожье,Запоріжжя",47.82289,35.19031,P,PPLA,UA,,26,,,,796217,,84,Europe/Zaporozhye,2016-11-01
687726,Zaozyornoye,Zaozyornoye,"Gaɣa Bojnaq,Jaly-Mojnak,Zaozerne,Zaozernoe,Zaozyornoye,Ğaɣa Bojnaq,Заозерне,Заозерное,Ялы́-Мойна́к",45.15816,33.27866,P,PPL,UA,,11,8449691,,,4332,10,4,Europe/Simferopol,2017-03-28
687787,Zaliztsi,Zaliztsi,"Zalizci,Zaliztsi,Zaliztsy,Zalos'tse Stare,Zalosce,Zalos’tse Stare,Zalozce,Zalozhtse,Zalozhtsy,Zalozhtsy-Stare,Załośce,Залізці",49.79188,25.37297,P,PPL,UA,,22,,,,2612,,360,Europe/Kiev,2012-01-18
687790,Zheleznyy Port,Zheleznyy Port,"Zaliznij port,Zhelezny Port,Zheleznyj port,Zheleznyy Port,Zhelzeny Port,Железный порт,Залізний порт",46.11667,32.28333,P,PPL,UA,,8,,,,1528,,0,Europe/Kiev,2017-08-22
687796,Zaliznychne,Zaliznychne,"Dvadtsatiletiye Oktyabr',Dvadtsatiletiye Oktyabr’,Zaliznichne,Zaliznichnoye,Zaliznychne,Залізничне",47.65238,36.16524,P,PPL,UA,,26,,,,1206,,152,Europe/Zaporozhye,2014-06-05
687797,Zaliznychne,Zaliznychne,"Bolgariyka,Bulgarica,Bulgariyka,Zaliznichne,Zaliznichnoye,Zaliznicne,Zaliznychne,Zheleznodorozhnoye,Залізничне",45.7489,28.61466,P,PPL,UA,,17,,,,3343,,86,Europe/Kiev,2015-01-07
687824,Zalesnoye,Zalesnoye,,48.03104,38.80934,P,PPLX,UA,,14,,,,2539,,275,Europe/Kiev,2014-08-06
687826,Zalishchyky,Zalishchyky,"Zaleshchik,Zaleshchiki,Zaleshchyki,Zaleshiki,Zaleszczyki,Zalishchiki,Zalishchyky,Zalishhiki,Zalisiki,Заліщики",48.64331,25.73794,P,PPLA2,UA,,22,,,,9749,,179,Europe/Kiev,2017-07-08
687841,Zakupne,Zakupne,"Zakupna,Zakupne,Zakupnoye,Закупне",49.11944,26.33756,P,PPL,UA,,9,,,,1398,,322,Europe/Kiev,2012-01-18
687872,Zahvizdya,Zahvizdya,"Zagvizda,Zagvozd'ye,Zagvozd’ye,Zagvuz'dzh,Zagvuz’dzh,Zahvizdya,Загвіздя",48.91836,24.65275,P,PPL,UA,,6,,,,3546,,261,Europe/Kiev,2012-01-18
687901,Zagnitkiv,Zagnitkiv,"Zagnitkiv,Zagnitkov,Zahnitkiv,Загнитков,Загнітків",48.04878,28.89234,P,PPL,UA,,17,,,,4000,,222,Europe/Kiev,2010-08-03
687933,Zachepylivka,Zachepylivka,"Zacepilivka,Zachenilovka,Zachepilivka,Zachepilovka,Zachepylivka,Зачепиловка,Зачепилівка",49.19385,35.23943,P,PPLA2,UA,,7,,,,4217,,82,Europe/Kiev,2014-12-03
687965,Zabolotiv,Zabolotiv,"Zablotov,Zablotow,Zablotuv,Zabolotiv,Zabolotov,Zabłotów,Заболотів",48.47054,25.28571,P,PPL,UA,,6,693362,,,4029,,233,Europe/Kiev,2013-01-25
687997,Yuzhne,Yuzhne,"Juzhne,Juzhnyj,Южне,Южный",46.62211,31.10131,P,PPL,UA,,17,,,,25000,,32,Europe/Kiev,2012-12-01
688022,Yur”yivka,"Yur""yivka","Jur'evka,Jur'ivka,Yur""yivka,Yur'yevka,Yur'yivka,Yur’yevka,Yur”yivka,Юрьевка,Юр’ївка",48.73748,36.01987,P,PPLA2,UA,,4,,,,0,,77,Europe/Kiev,2016-02-07
688052,Yurkivka,Yurkivka,"Jurkovka,Urkivka,Yurkivka,Yurkovka,Юрковка,Юрківка",49.01256,31.10125,P,PPL,UA,,1,,,,2887,,142,Europe/Kiev,2014-06-26
688105,Yevpatoriya,Yevpatoriya,"Eupatoria,Eupatorio,Evpatorija,Evpatorya,Eŭpatorio,Jevpatorija,Jewpatorija,Kezlev,Yevpatoriya,ybptwryh,Євпаторія,Евпатория,יבפטוריה",45.20091,33.36655,P,PPLA2,UA,,11,8449691,,,106202,,11,Europe/Simferopol,2017-02-22
688122,Yermakovo,Yermakovo,"Ermakove,Ermakovo,Totaj,Yermakovo,Єрмакове,Ермаково,Тота́й",45.85364,34.48644,P,PPLA3,UA,,11,709333,11152846,,909,8,8,Europe/Simferopol,2016-06-07
688127,Yerky,Yerky,"Ehrki,Erki,Yerki,Yerky,Ерки,Эрки",48.99062,30.98818,P,PPL,UA,,1,,,,4159,,123,Europe/Kiev,2014-06-27
688148,Yenakiyeve,Yenakiyeve,"Enakieve,Enakievo,Ordshonikidse,Ordzhonikidze,Rykovo,Yenakiieve,Yenakiyeve,Yenakiyevo,Єнакієве,Енакиево",48.23331,38.21137,P,PPL,UA,,5,,,,104101,,208,Europe/Kiev,2016-05-04
688154,Yemil’chyne,Yemil'chyne,"Emil'chine,Emil'chino,Emil’chino,Yelmicheno,Yemil'chino,Yemil'chyne,Yemil’chino,Yemil’chyne,Ємільчине",50.87349,27.80604,P,PPLA2,UA,,27,,,,0,,201,Europe/Kiev,2014-10-01
688156,Yemelyanovka,Yemelyanovka,"Dzhajtamgaly,Emel'janovka,Gaj Tamɣaly,Omeljanivka,Yemelyanovka,Ğaj Tamɣaly,Джайтамгалы́,Емельяновка,Омелянівка",45.53287,34.89624,P,PPLA3,UA,,11,700018,11152963,,1374,9,8,Europe/Simferopol,2017-03-28
688191,Yelyzavethradka,Yelyzavethradka,"Ehlizavetgradka,Elizavetgradka,Yelisavetgradka,Yelizavetgradka,Yelyzavethradka,Єлизаветградка,Елизаветградка,Элизаветградка",48.80381,32.4046,P,PPL,UA,,10,,,,1673,,161,Europe/Kiev,2016-06-04
688221,Yelanets’,Yelanets',"Elanec',Yelanets',Yelanets’,Єланець",47.69682,31.85253,P,PPLA2,UA,,16,,,,0,,73,Europe/Kiev,2014-11-05
688288,Yavoriv,Yavoriv,"Iavoriv,Javoriv,Javoriva,Javorov,Jaworiw,Jaworow,Jaworów,Yavoriv,Yavorov,Yavoruv,iavorovi,ya wo li fu,yafwrwf,ybwryb,Јаворов,Яворов,Яворів,Յավորով,יבוריב,یافوروف,იავოროვი,亞沃里夫",49.93864,23.38254,P,PPLA2,UA,,15,,,,13008,,231,Europe/Kiev,2014-08-06
688327,L’govskoye,L'govskoye,"L'govs'ke,L'govskoe,L'govskoye,L’govskoye,Льговское,Льговське",45.09801,34.9577,P,PPLA3,UA,,11,705800,11152897,,1605,151,150,Europe/Simferopol,2016-07-21
688365,Yasinya,Yasinya,"Jasina,Jasinja,Jasińa,Kereshmeze,Yasina,Yasinya,Ясиня,Ясіня",48.27937,24.36042,P,PPL,UA,,25,,,,7708,,657,Europe/Uzhgorod,2015-10-12
688373,Yasynuvata,Yasynuvata,"IAsinovataia,Iasinovataia,Iasinovàtaia,Iasinuvata,Iasînuvata,Jasinoevata,Jasinovataja,Jasinuvata,Jasnuvata,Jassonuvata,Jassynuwata,Jassõnuvata,Jasynuvata,Jasynuwata,Yasinovatara,Yasinovataya,Yasinuvata,Yassynouvata,Yasynuvata,Yasınuvata,ya xi nu wa ta,yasynwfata,ysynwata,Јасинувата,Ясиноватая,Ясинувата,Յասինովատայա,یاسینوفاتا,یسینواتا,იასინოვატაია,亞西努瓦塔",48.1298,37.8594,P,PPLA2,UA,,5,,,,37600,,263,Europe/Kiev,2014-12-03
688440,Yarmolyntsi,Yarmolyntsi,"Armolinci,Jarmolinci,Yarmolintsy,Yarmolyntsi,Ярмолинці",49.19236,26.83725,P,PPLA2,UA,,9,,,,8583,,341,Europe/Kiev,2014-09-05
688445,Yarkoye Pole,Yarkoye Pole,"Jarke Pole,Jarkoe Pole,Yarkoye Pole,Ярке Поле,Яркое Поле",45.61293,34.31834,P,PPLA3,UA,,11,709333,11152870,,948,28,27,Europe/Simferopol,2016-06-09
688449,Yarkoye,Yarkoye,"Bij-Su-Kovche,Jarke,Jarkoe,Yarkoye,Бий-Су-Ковче́,Ярке,Яркое",45.6912,34.26323,P,PPLA3,UA,,11,709333,11152869,,1807,31,30,Europe/Simferopol,2016-06-09
688455,Yaremche,Yaremche,"Jaremche,Jaremcze,Yaremcha,Yaremche,Яремче",48.45157,24.55436,P,PPL,UA,,6,,,,7558,,521,Europe/Kiev,2012-06-06
688501,Yampil’,Yampil',"Jampol',Yampil',Yampil’,Yampol',Yampol’,Ямполь",51.94765,33.78759,P,PPL,UA,,21,,,,7200,,157,Europe/Kiev,2011-02-22
688507,Yampil’,Yampil',"Jampil',Yampil',Yampil’,Yampol',Yampol’,Ямпіль",48.2424,28.28195,P,PPLA2,UA,,23,,,,0,,58,Europe/Kiev,2014-10-01
688512,Yamnytsya,Yamnytsya,"Jamnicja,Yamnitsa,Yamnytsya,Ямниця",48.98972,24.7075,P,PPL,UA,,6,,,,3223,,231,Europe/Kiev,2012-01-18
688532,Yalta,Yalta,"Jalta,Yalta,Ялта",46.96279,37.27365,P,PPL,UA,,5,,,,5519,,32,Europe/Kiev,2014-10-01
688533,Yalta,Yalta,"Ialta,Jalta,Jalto,Jałta,Yalta,ya er ta,yalta,yaruta,Ялта,يالطا,იალტა,ヤルタ,雅尔塔,얄타",44.50218,34.16624,P,PPLA2,UA,,11,8449687,,,77003,54,56,Europe/Simferopol,2016-05-18
688587,Yahotyn,Yahotyn,"Jagotin,Yagotin,Yahotyn,Яготин",50.27975,31.76246,P,PPLA2,UA,,13,,,,22779,,130,Europe/Kiev,2014-10-01
688602,Yahil’nytsya,Yahil'nytsya,"Jagel'nica,Jagielnica,Jagil'nicja,Yagel'nitsa,Yagel’nitsa,Yagielnitsa,Yahil'nytsya,Yahil’nytsya,Ягельница,Ягільниця",48.94248,25.74375,P,PPL,UA,,22,,,,1314,,297,Europe/Kiev,2013-02-16
688625,Yabluniv,Yabluniv,"Abluniv,Jablonow,Jabluniv,Jabłonów,Yablonov,Yablonuv,Yabluniv,Яблунів",48.40418,24.93874,P,PPL,UA,,6,,,,1798,,351,Europe/Kiev,2012-06-06
688637,Yablunytsya,Yablunytsya,"Jablonitza,Jablunica,Jablunicja,Yablonitsa,Yablunytsya,Яблуница,Яблуниця",48.31742,24.48448,P,PPL,UA,,6,,,,1986,,875,Europe/Kiev,2012-06-06
688663,Vyshchetarasivka,Vyshchetarasivka,"Novoanastas'evka,Novoanastas'yevka,Novoanastas’yevka,Tarasovka,Velikaya Tarasovka,Verkhne-Tarasovka,Verkhnyaya Tarasovka,Visetarasivka,Vishhetarasivka,Vyshchetarasivka,Vyshchevtarasivka,Vyshetarasovka,Vysshetarasovka,Вищетарасівка,Высшетарасовка,Новоанастасьевка",47.56851,34.88096,P,PPL,UA,,4,,,,3651,,31,Europe/Kiev,2016-05-07
688689,Vysokopillya,Vysokopillya,"Visokopillja,Vysokopillya,Vysokopol'e,Vysokopol'ye,Vysokopol’ye,Високопілля,Высокополье",47.49187,33.53061,P,PPLA2,UA,,8,,,,4542,,86,Europe/Kiev,2014-12-03
